product_name,description,price,rating,review_title,review_text
"Apple iPhone 6s Plus, Sprint 128 GB, Space Gray (Locked to Sprint)",[],,1.0,Dead after 8 months.,After 8 months the battery is dead and needs to be replaced. This will cost between $70-100. This is unacceptable and unfortunate. Waiting to hear from seller. This should not happen. I purchased another phone from another seller and all is well.
"Apple iPhone 6 Plus 64 GB AT&T, Gold","['Display', 'Retina HD display', 'Retina HD display', '1920-by-1080-pixel resolution at 401 ppi', '1920-by-1080-pixel resolution at 401 ppi', '1300:1 contrast ratio (typical)', '1300:1 contrast ratio (typical)', '500 cd/m2 max brightness (typical)', '500 cd/m2 max brightness (typical)', 'Full sRGB standard', 'Full sRGB standard', 'Dual-domain pixels for wider viewing angles', 'Dual-domain pixels for wider viewing angles', 'Fingerprint-resistant oleophobic coating on front', 'Fingerprint-resistant oleophobic coating on front', 'Support for display of multiple languages and characters simultaneously', 'Support for display of multiple languages and characters simultaneously', 'Display Zoom iSight Camera', 'Display Zoom', 'iSight Camera', 'Autofocus with Focus Pixels', 'Autofocus with Focus Pixels', 'f/2.2 aperture', 'f/2.2 aperture', 'True Tone flash', 'True Tone flash', 'Hybrid IR filter', 'Hybrid IR filter', 'Backside illumination sensor', 'Backside illumination sensor', 'Sapphire crystal lens cover', 'Sapphire crystal lens cover', 'Auto image stabilization', 'Auto image stabilization', 'Auto HDR for photos', 'Auto HDR for photos', 'Improved face detection', 'Improved face detection', 'Exposure control', 'Exposure control', 'Panorama (upto 43 megapixels)', 'Panorama (upto 43 megapixels)', 'Burst mode', 'Burst mode', 'Tap to focus', 'Tap to focus', 'Photo geotagging', 'Photo geotagging', 'Timer mode Video Recording', 'Timer mode', 'Video Recording', '1080p HD video recording (30 fps or 60 fps)', '1080p HD video recording (30 fps or 60 fps)', 'True Tone flash', 'True Tone flash', 'Slo-mo video (120 fps or 240 fps)', 'Slo-mo video (120 fps or 240 fps)', 'Time-lapse video', 'Time-lapse video', 'Cinematic video stabilization', 'Cinematic video stabilization', 'Continuous autofocus video', 'Continuous autofocus video', 'Take still photos while recording video', 'Take still photos while recording video', 'Improved face detection', 'Improved face detection', '3x zoom', '3x zoom', 'Video geotaggingCellular and Wireless', 'Video geotagging', 'Cellular and Wireless', 'UMTS/HSPA+/DC-HSDPA (850, 900, 1700/2100, 1900, 2100 MHz)', 'UMTS/HSPA+/DC-HSDPA (850, 900, 1700/2100, 1900, 2100 MHz)', 'GSM/EDGE (850, 900, 1800, 1900 MHz)', 'GSM/EDGE (850, 900, 1800, 1900 MHz)', 'LTE (Bands 1, 2, 3, 4, 5, 7, 8, 13, 17, 18, 19, 20, 25, 26, 28, 29)', 'LTE (Bands 1, 2, 3, 4, 5, 7, 8, 13, 17, 18, 19, 20, 25, 26, 28, 29)', '802.11a/b/g/n/ac WiFi', '802.11a/b/g/n/ac WiFi', 'Bluetooth 4.0 wireless technologyNFCPower and BatteryBuilt-in rechargeable lithium-ion batteryCharging via USB to computer system or power adapterTalk time: Up to 24 hours on 3GStandby time: Up to 16 days (384 hours)Internet use: Up to 12 hours on 3G browse, up to 12 hours on LTE, up to 12 hours on Wi-FiVideo playback: Up to 14 hoursAudio playback: Up to 80 hoursSIM cardNano-SIMiPhone 6 is not compatible with existing microSIM cardsIn the BoxiPhone with iOS 8 Apple EarPods with Remote and MicLightning to USB CableUSB Power AdapterDocumentation', 'Bluetooth 4.0 wireless technologyNFC', 'Power and Battery', 'Built-in rechargeable lithium-ion battery', 'Built-in rechargeable lithium-ion battery', 'Charging via USB to computer system or power adapter', 'Charging via USB to computer system or power adapter', 'Talk time: Up to 24 hours on 3G', 'Talk time: Up to 24 hours on 3G', 'Standby time: Up to 16 days (384 hours)', 'Standby time: Up to 16 days (384 hours)', 'Internet use: Up to 12 hours on 3G browse, up to 12 hours on LTE, up to 12 hours on Wi-Fi', 'Internet use: Up to 12 hours on 3G browse, up to 12 hours on LTE, up to 12 hours on Wi-Fi', 'Video playback: Up to 14 hours', 'Video playback: Up to 14 hours', 'Audio playback: Up to 80 hoursSIM cardNano-SIMiPhone 6 is not compatible with existing microSIM cardsIn the BoxiPhone with iOS 8 Apple EarPods with Remote and MicLightning to USB CableUSB Power AdapterDocumentation', 'Audio playback: Up to 80 hours', 'SIM card', 'Nano-SIM', 'Nano-SIM', 'iPhone 6 is not compatible with existing microSIM cardsIn the Box', 'iPhone 6 is not compatible with existing microSIM cards', 'In the Box', 'iPhone with iOS 8', 'iPhone with iOS 8', 'Apple EarPods with Remote and Mic', 'Apple EarPods with Remote and Mic', 'Lightning to USB Cable', 'Lightning to USB Cable', 'USB Power Adapter', 'USB Power Adapter', 'Documentation', 'Documentation']",,5.0,Super legit .,In anything under sold the great condition of this phone very happy with my purchase . Thank you
"Apple iPhone 12 Mini 5G, US Version, 128GB, (Product)Red for Verizon (Renewed)","['This pre-owned or refurbished product has been professionally inspected and tested to work and look like new. How a product becomes part of Amazon Renewed, your destination for pre-owned, refurbished products: A customer buys a new product and returns it or trades it in for a newer or different model. That product is inspected and tested to work and look like new by Amazon-qualified suppliers. Then, the product is sold as an Amazon Renewed product on Amazon. If not satisfied with the purchase, renewed products are eligible for replacement or refund under the Amazon Renewed Guarantee.']",350.0,5.0,Best bang for your buck!,"Reviewing from Australia🇦🇺 here.<br /><br />An absolutely stunning, mighty, and compact iPhone to own! Arrived two days early. Literally brand new as the battery health's at 100% with zero charge cycle. NO cosmetic damage or signs at all, and most importantly it works with the CDMA networks!<br /><br />Highly recommended for anyone outside the States not only as this model is fully unlocked but also that it features a large groove on the right side for the mmWave antenna (For the most optimal coverage of 5G)."
"Apple iPhone 6 Plus 64 GB Factory Unlocked, Silver","['Apple iPhone 6 Plus Unlocked Cellphone, Silver, 64 GB']",,1.0,Apple 6 plus phone BUSTED after 2 months.,"Bought as a Christmas gift and had problems with screen. It finally broke. Even though I didn’t buy directly from Apple, they fixed the problem for me. Don’t buy from CELLULAR GALLERY INC. The Apple store found a Verizon SIM card inside the phone. Our service is through AT&T.  Poor quality control. Don’t waste your money."
"Apple iPhone 6 Plus GSM Unlocked Cellphone, 16GB (Space Gray)","['Apple iPhone 6 Plus Unlocked Cellphone, Space Gray, 16 GB']",,5.0,Five Stars,My daughter loves it
"Apple iPhone XS Max, US Version, 256GB, Gold - AT&T (Renewed)","['iPhone XS Max has a 6.5-inch all-screen Super Retina display. The back is glass, and there\'s a stainless steel band around the frame. The side button is on the right side of the device. There are 12MP wide-angle and telephoto cameras on the back. There\'s a Quad-LED True Tone flash on the back and a SIM tray on the right side that holds a ""fourth form factor"" (4FF) nano-SIM card. The IMEI is etched on the SIM tray.']",284.99,5.0,Great Deal! Awesome Phone!,"I am loving my new phone! It even came with its own screen protector. The only concern so have after a month of using it is the battery life. It lasts most of the day, but it has lost its charge really fast maybe two or three times."
"Apple iPhone XS, US Version, 256GB, Space Gray - GSM Carriers (Renewed)","['iPhone XS features a 5. 8-inch Super Retina display with custom-built OLED panels for an HDR display that provides the industry’s best color accuracy, true blacks, and remarkable brightness. Advanced Face ID lets you securely unlock your iPhone, log in to apps, and pay with just a glance. The A12 Bionic chip with next-generation Neural Engine uses real-time machine learning to transform the way you experience photos, gaming, augmented reality, and more. A breakthrough 12MP dual-camera system takes your portraits to the next level with Portrait mode, Portrait Lighting, enhanced bokeh, and all-new Depth Control. Water resistance. And iOS 12—the most advanced mobile operating system—with powerful new tools that make iPhone more personal than ever.']",,2.0,Falla el auricular,"No es Rea condicionado. Solamente usado en buen estado. No funciona bien el auricular, solo se escucha bien el altavoz"
"Apple iPhone 13 Pro, 256GB, Gold - Unlocked (Renewed)","['iPhone 13 Pro. The biggest Pro camera system upgrade ever. Super Retina XDR display with ProMotion for a faster, more responsive feel. Lightning-fast A15 Bionic chip. Superfast 5G.¹ Durable design and the best battery life ever in an iPhone']",848.0,5.0,As I expected,Shipping took time but result was ok. Battery health is 100%. There is no scratch. Everything works good. Charger is good. I recommend it
"Apple iPhone 11, 64GB, Green - Unlocked (Renewed)","['Just the\xa0right\xa0amount of\xa0everything. A new dual‑lens rear system captures more of what you see and love. The fastest chip ever in a smartphone and all‑day battery life let you do more and charge less. And the highest‑quality video in a smartphone, so your memories look better\xa0than\xa0ever.']",302.25,5.0,First paycheck spent correctly,It’s great
"Apple iPhone 12 Mini 5G, US Version, 128GB, (Product)Red for Verizon (Renewed)","['This pre-owned or refurbished product has been professionally inspected and tested to work and look like new. How a product becomes part of Amazon Renewed, your destination for pre-owned, refurbished products: A customer buys a new product and returns it or trades it in for a newer or different model. That product is inspected and tested to work and look like new by Amazon-qualified suppliers. Then, the product is sold as an Amazon Renewed product on Amazon. If not satisfied with the purchase, renewed products are eligible for replacement or refund under the Amazon Renewed Guarantee.']",350.0,5.0,Easy,"I don’t think I’ll ever go into the AT&T store again. This is the way to go. They make the iPhone transfer and set up dummy proof. Anyone can do it. And. Ow I have the flexibility to change carriers if I want. Looks exactly like a new phone from the store, you’d never know it wasn’t.<br /><br />I personally like the mini size so it can fit. Over in purses and pockets. It’s about the same size as my old iPhone 6s and plenty big enough to read from the screen."
"Apple iPhone 11 Pro, 64GB, Midnight Green - Unlocked (Renewed)","['Shoot amazing videos and photos with the Ultra Wide, Wide, and Telephoto cameras. Capture your best low-light photos with Night mode. Watch HDR movies and shows on the Super Retina XDR display—the brightest iPhone display yet. Experience unprecedented performance with A13 Bionic for gaming, augmented reality (AR), and photography. All in the first iPhone powerful enough to be called Pro.']",378.18,2.0,Screen cracked within 5 minutes,Phone is great but the screen cracked before i could even get the case on it. Not a small crack either. I’m assuming the screen was once replaced.
"Apple iPhone 14 Plus, 512GB, (PRODUCT) Red - Unlocked (Renewed)","[""The iPhone 14 Plus is an excellent choice if you're looking for a big-screen experience. The iPhone 14 Plus delivers an immersive 6.7-inch display and extra-long battery life in a refreshingly lightweight design. While the cameras are stellar, the lack of optical zoom and a 120Hz display are bummers when compared to similar flagships at this price.""]",909.89,5.0,My wife loves it!,My wife has been wanting an iPhone pro max with 512gb of storage so I bought her this one. She has been using it for 5 months so far it works great. Best price I can't find on the market.
"Apple iPhone 6 Plus 64 GB Sprint, Space Gray","['Display', 'Retina HD display', 'Retina HD display', '1920-by-1080-pixel resolution at 401 ppi', '1920-by-1080-pixel resolution at 401 ppi', '1300:1 contrast ratio (typical)', '1300:1 contrast ratio (typical)', '500 cd/m2 max brightness (typical)', '500 cd/m2 max brightness (typical)', 'Full sRGB standard', 'Full sRGB standard', 'Dual-domain pixels for wider viewing angles', 'Dual-domain pixels for wider viewing angles', 'Fingerprint-resistant oleophobic coating on front', 'Fingerprint-resistant oleophobic coating on front', 'Support for display of multiple languages and characters simultaneously', 'Support for display of multiple languages and characters simultaneously', 'Display Zoom iSight Camera', 'Display Zoom', 'iSight Camera', 'Autofocus with Focus Pixels', 'Autofocus with Focus Pixels', 'f/2.2 aperture', 'f/2.2 aperture', 'True Tone flash', 'True Tone flash', 'Hybrid IR filter', 'Hybrid IR filter', 'Backside illumination sensor', 'Backside illumination sensor', 'Sapphire crystal lens cover', 'Sapphire crystal lens cover', 'Auto image stabilization', 'Auto image stabilization', 'Auto HDR for photos', 'Auto HDR for photos', 'Improved face detection', 'Improved face detection', 'Exposure control', 'Exposure control', 'Panorama (upto 43 megapixels)', 'Panorama (upto 43 megapixels)', 'Burst mode', 'Burst mode', 'Tap to focus', 'Tap to focus', 'Photo geotagging', 'Photo geotagging', 'Timer mode Video Recording', 'Timer mode', 'Video Recording', '1080p HD video recording (30 fps or 60 fps)', '1080p HD video recording (30 fps or 60 fps)', 'True Tone flash', 'True Tone flash', 'Slo-mo video (120 fps or 240 fps)', 'Slo-mo video (120 fps or 240 fps)', 'Time-lapse video', 'Time-lapse video', 'Cinematic video stabilization', 'Cinematic video stabilization', 'Continuous autofocus video', 'Continuous autofocus video', 'Take still photos while recording video', 'Take still photos while recording video', 'Improved face detection', 'Improved face detection', '3x zoom', '3x zoom', 'Video geotaggingCellular and Wireless', 'Video geotagging', 'Cellular and Wireless', 'CDMA EV-DO Rev. A and Rev. B (800, 1700/2100, 1900, 2100 MHz)', 'CDMA EV-DO Rev. A and Rev. B (800, 1700/2100, 1900, 2100 MHz)', 'GSM/EDGE (850, 900, 1800, 1900 MHz)', 'GSM/EDGE (850, 900, 1800, 1900 MHz)', 'LTE (Bands 1, 2, 3, 4, 5, 7, 8, 13, 17, 18, 19, 20, 25, 26, 28, 29)', 'LTE (Bands 1, 2, 3, 4, 5, 7, 8, 13, 17, 18, 19, 20, 25, 26, 28, 29)', '802.11a/b/g/n/ac WiFi', '802.11a/b/g/n/ac WiFi', 'Bluetooth 4.0 wireless technologyNFCPower and BatteryBuilt-in rechargeable lithium-ion batteryCharging via USB to computer system or power adapterTalk time: Up to 24 hours on 3GStandby time: Up to 16 days (384 hours)Internet use: Up to 12 hours on 3G browse, up to 12 hours on LTE, up to 12 hours on Wi-FiVideo playback: Up to 14 hoursAudio playback: Up to 80 hoursSIM cardNano-SIMiPhone 6 is not compatible with existing microSIM cardsIn the BoxiPhone with iOS 8 Apple EarPods with Remote and MicLightning to USB CableUSB Power AdapterDocumentation', 'Bluetooth 4.0 wireless technologyNFC', 'Power and Battery', 'Built-in rechargeable lithium-ion battery', 'Built-in rechargeable lithium-ion battery', 'Charging via USB to computer system or power adapter', 'Charging via USB to computer system or power adapter', 'Talk time: Up to 24 hours on 3G', 'Talk time: Up to 24 hours on 3G', 'Standby time: Up to 16 days (384 hours)', 'Standby time: Up to 16 days (384 hours)', 'Internet use: Up to 12 hours on 3G browse, up to 12 hours on LTE, up to 12 hours on Wi-Fi', 'Internet use: Up to 12 hours on 3G browse, up to 12 hours on LTE, up to 12 hours on Wi-Fi', 'Video playback: Up to 14 hours', 'Video playback: Up to 14 hours', 'Audio playback: Up to 80 hoursSIM cardNano-SIMiPhone 6 is not compatible with existing microSIM cardsIn the BoxiPhone with iOS 8 Apple EarPods with Remote and MicLightning to USB CableUSB Power AdapterDocumentation', 'Audio playback: Up to 80 hours', 'SIM card', 'Nano-SIM', 'Nano-SIM', 'iPhone 6 is not compatible with existing microSIM cardsIn the Box', 'iPhone 6 is not compatible with existing microSIM cards', 'In the Box', 'iPhone with iOS 8', 'iPhone with iOS 8', 'Apple EarPods with Remote and Mic', 'Apple EarPods with Remote and Mic', 'Lightning to USB Cable', 'Lightning to USB Cable', 'USB Power Adapter', 'USB Power Adapter', 'Documentation', 'Documentation']",,4.0,Service provider was able to configure to the network so functionality is fine.,Seller did not provide sim card or other accessories advertised with phone.  Service provider was able to configure to the network so functionality is fine.
"Apple iPhone XR, US Version, 64GB, Black - AT&T (Renewed)","['With the iPhone XR you get a roomy 6.1-inch display, fast enough performance from Apple\'s A12 Bionic processor and good camera quality in a colorful design and affordable package. Apple has included the all-new Liquid Retina LCD as the display on the iPhone XR.\xa0Apple released the iPhone XR with a smattering of color options. Both the glass back and the metal frame are brightly colored, with the glass using an in-depth seven-layer color process to achieve the rich finish and the Apple-exclusive aluminum alloy anodized to match. Instead of 3D Touch, the iPhone XR replicates the experience through ""Haptic Touch"". Advanced Face ID lets you securely unlock your iPhone and log in to apps with just a glance.']",226.0,5.0,A great buy.,I’m completely surprised at the quality of the phone.  Not a scratch or mark that I can find.  Battery health at 100%.  I’ve had it for five days and it seems flawless.  Everything functions so far.<br /><br />It still has some Apple warranty left as well.
"Apple iPhone 8, US Version, 256GB, Space Gray - T-Mobile (Renewed)","['The iPhone 8 is the first smartphone by Apple made exclusively of durable glass front and back, engineered to endure dust and water splash. It is powered by the 64-bit “Apple A11 Bionic” processor and has two internal storages available: 64 GB or 256 GB of flash storage. It features a 4.7-inch widescreen multi-touch IPS display (“Retina HD”) and dual cameras – a back 12-megapixel 4K camera with optical image stabilization and a front 7-megapixel “FaceTime HD” camera with 1080p video support.']",161.0,5.0,Great Deal + Fast Shipping,"[[VIDEOID:a146e23fd8d555bfd000065ec6c2b4ed]] This was a promise phone for my 9 year old for doing good. We got the phone quickly and it powered on fast and charged well and held the charge fine... we had no setup issues, the phone was scrubbed clean from previous data and info, plus the phone was in really great condition! we will be buying another one for another of our children really soon!"
"Apple iPhone X, GSM Unlocked 5.8"", 256 GB - Silver","['iPhone x features an all-screen design with a 5.8-Inch super Retina HD display with HDR and true tone. Face ID lets you unlock and use Apple pay with just a glance. Powered by A11 Bionic, the most powerful and smartest chip ever in a smartphone. Supports augmented reality experiences in games and apps.']",,5.0,Wow.,I decided to make an investment with my first iPhone. I made the choice now I will forever be with apple iPhones. Minor things that bug me is that I can’t close all running apps all at once... I’m still learning this phone so still hopefull to find an app... no other issues.
"Apple iPhone 8, US Version, 256GB, Space Gray - T-Mobile (Renewed)","['The iPhone 8 is the first smartphone by Apple made exclusively of durable glass front and back, engineered to endure dust and water splash. It is powered by the 64-bit “Apple A11 Bionic” processor and has two internal storages available: 64 GB or 256 GB of flash storage. It features a 4.7-inch widescreen multi-touch IPS display (“Retina HD”) and dual cameras – a back 12-megapixel 4K camera with optical image stabilization and a front 7-megapixel “FaceTime HD” camera with 1080p video support.']",161.0,5.0,Worth the gamble on ‘refurbished’,Put SIM card in and it was easy as 1-2-3! I had my doubts with a ‘refurbished’ phone but it was worth the gamble and I couldn’t be happier with my purchase.
"Apple iPhone XR, US Version, 64GB, Black - AT&T (Renewed)","['With the iPhone XR you get a roomy 6.1-inch display, fast enough performance from Apple\'s A12 Bionic processor and good camera quality in a colorful design and affordable package. Apple has included the all-new Liquid Retina LCD as the display on the iPhone XR.\xa0Apple released the iPhone XR with a smattering of color options. Both the glass back and the metal frame are brightly colored, with the glass using an in-depth seven-layer color process to achieve the rich finish and the Apple-exclusive aluminum alloy anodized to match. Instead of 3D Touch, the iPhone XR replicates the experience through ""Haptic Touch"". Advanced Face ID lets you securely unlock your iPhone and log in to apps with just a glance.']",226.0,5.0,Works perfectly,"The phone looks brand new, works  completely fine. I’m very happy with my purchase."
"Apple iPhone 8, US Version, 256GB, Space Gray - T-Mobile (Renewed)","['The iPhone 8 is the first smartphone by Apple made exclusively of durable glass front and back, engineered to endure dust and water splash. It is powered by the 64-bit “Apple A11 Bionic” processor and has two internal storages available: 64 GB or 256 GB of flash storage. It features a 4.7-inch widescreen multi-touch IPS display (“Retina HD”) and dual cameras – a back 12-megapixel 4K camera with optical image stabilization and a front 7-megapixel “FaceTime HD” camera with 1080p video support.']",161.0,1.0,"TERRIBLE, WORST PRODUCT","The screen is detached and out of square from the body of the phone, I returned it, poor quality products,"
"Apple iPhone X, US Version, 256GB, Silver - AT&T (Renewed)","[""What's in the box: Certified Refurbished iPhone, USB Cable/Adapter.""]",264.0,5.0,Muy buen celular,Buena inversión<br />Buen estado
"Apple iPhone X, GSM Unlocked 5.8"", 256 GB - Silver","['iPhone x features an all-screen design with a 5.8-Inch super Retina HD display with HDR and true tone. Face ID lets you unlock and use Apple pay with just a glance. Powered by A11 Bionic, the most powerful and smartest chip ever in a smartphone. Supports augmented reality experiences in games and apps.']",,2.0,Only worked right for a month,"This phone only worked correctly for about a month, then it started switching screens by itself and freezing up alone."
"Apple iPhone X, US Version, 256GB, Silver - AT&T (Renewed)","[""What's in the box: Certified Refurbished iPhone, USB Cable/Adapter.""]",264.0,5.0,Like it,It came with almost 100% battery life. It already had a screen protector and the phone was intact and looked like new. It is still working well after a few months now.
"Apple iPhone SE 32 GB Unlocked, Gold","['The Apple iPhone SE is the 1st Generation iPhone SE made in 2016 along with the iPhone 6s and iPhone 6s Plus. The iPhone SE has the same shape as the iPhone 5 and iPhone 5s, but is a lot more powerful. The iPhone 5 and 5s cases will also fit the iPhone SE and vice versa. This iPhone is able to update to the latest version of iOS, that means it runs as good as the most expensive new iPhone, unlike the iPhone 4 iPhone 4s iPhone 5 iPhone 5s iPhone 6 iPhone 6 Plus. This iPhone SE comes in the colors Space Gray, Silver, Gold, and Rose Gold. The iPhone SE is a 4G LTE phone with a 12MP vibrant camera, fingerprint security, Apple pay, fast charging, a Dual-core 1.84 GHz Twister processor, 2 GB RAM memory, 16GB of internal memory, an Apple A9 chipset. The little iPhone might be small, but it is the best and fastest 4 inch smartphone on the market for many years now.']",,5.0,Excellent phone to have,I love it
"Apple iPhone SE (2nd Generation), US Version, 128GB, Red for GSM (Renewed)","[""iPhone SE is the powerful 4.7-inch iPhone. Features A13 Bionic, one of the fastest chips in a smartphone, for incredible performance in apps, games, and photography. Portrait mode for studio-quality portraits and six lighting effects. Next-generation Smart HDR for incredible detail across highlights and shadows. Cinematic-quality 4K video. And all the advanced features of iOS. With long battery life and water resistance, it's so much of the iPhone you love, in a not so big size.""]",156.15,1.0,Issue with set up new phone kept rebooting,the phone kept rebooting during set up.<br />Very frustrating<br />Returning the phone
"Apple iPhone 12 Mini 5G, US Version, 128GB, (Product)Red for Verizon (Renewed)","['This pre-owned or refurbished product has been professionally inspected and tested to work and look like new. How a product becomes part of Amazon Renewed, your destination for pre-owned, refurbished products: A customer buys a new product and returns it or trades it in for a newer or different model. That product is inspected and tested to work and look like new by Amazon-qualified suppliers. Then, the product is sold as an Amazon Renewed product on Amazon. If not satisfied with the purchase, renewed products are eligible for replacement or refund under the Amazon Renewed Guarantee.']",350.0,5.0,Honest and supportive buying experience,"I was concerned about buying a used phone for my son's birthday. After purchase, I had questions about the purchase. The seller communicated with me very quickly and the process was very supportive. I disagreed with the quality assessment/grade of the phone, and the seller offered me many accommodating options to rectify situation. I would not hesitate to purchase from this seller again."
"Apple iPhone 12 Mini 5G, US Version, 128GB, (Product)Red for Verizon (Renewed)","['This pre-owned or refurbished product has been professionally inspected and tested to work and look like new. How a product becomes part of Amazon Renewed, your destination for pre-owned, refurbished products: A customer buys a new product and returns it or trades it in for a newer or different model. That product is inspected and tested to work and look like new by Amazon-qualified suppliers. Then, the product is sold as an Amazon Renewed product on Amazon. If not satisfied with the purchase, renewed products are eligible for replacement or refund under the Amazon Renewed Guarantee.']",350.0,4.0,Great Phone but beware of Screen Protector,I've had my phone for almost 2 years. Battery was pretty good at first but now it barely lasts 4hrs. Also beware: the screen protector may seem like a gift but seller is actually using it to hide deep scratches on screen (usually under the black lining of the Screen Protector). I was pissed when this happened but I had already sold my other phone so I couldn't return this :(
"Apple iPhone SE 32 GB Unlocked, Gold","['The Apple iPhone SE is the 1st Generation iPhone SE made in 2016 along with the iPhone 6s and iPhone 6s Plus. The iPhone SE has the same shape as the iPhone 5 and iPhone 5s, but is a lot more powerful. The iPhone 5 and 5s cases will also fit the iPhone SE and vice versa. This iPhone is able to update to the latest version of iOS, that means it runs as good as the most expensive new iPhone, unlike the iPhone 4 iPhone 4s iPhone 5 iPhone 5s iPhone 6 iPhone 6 Plus. This iPhone SE comes in the colors Space Gray, Silver, Gold, and Rose Gold. The iPhone SE is a 4G LTE phone with a 12MP vibrant camera, fingerprint security, Apple pay, fast charging, a Dual-core 1.84 GHz Twister processor, 2 GB RAM memory, 16GB of internal memory, an Apple A9 chipset. The little iPhone might be small, but it is the best and fastest 4 inch smartphone on the market for many years now.']",,5.0,Five Stars,Phone was in good condition and worked just fine with our Cricket network.
"Apple iPhone XS Max, US Version, 256GB, Gold - AT&T (Renewed)","['iPhone XS Max has a 6.5-inch all-screen Super Retina display. The back is glass, and there\'s a stainless steel band around the frame. The side button is on the right side of the device. There are 12MP wide-angle and telephoto cameras on the back. There\'s a Quad-LED True Tone flash on the back and a SIM tray on the right side that holds a ""fourth form factor"" (4FF) nano-SIM card. The IMEI is etched on the SIM tray.']",284.99,1.0,"Scammers, you don’t know what you’ll get",This is false advertising. The title indicated that the iPhone would be fully unlocked. The phone I received today is carried by sprint. I can’t used this. I trust y’all and have been let down. I expect a FULL REFUND!!!
"Apple iPhone 8, US Version, 256GB, Space Gray - T-Mobile (Renewed)","['The iPhone 8 is the first smartphone by Apple made exclusively of durable glass front and back, engineered to endure dust and water splash. It is powered by the 64-bit “Apple A11 Bionic” processor and has two internal storages available: 64 GB or 256 GB of flash storage. It features a 4.7-inch widescreen multi-touch IPS display (“Retina HD”) and dual cameras – a back 12-megapixel 4K camera with optical image stabilization and a front 7-megapixel “FaceTime HD” camera with 1080p video support.']",161.0,3.0,Can not get phone to ring when receiving calls,"Can I trade this I Phone 8 for a I Phone 8 Plus can not get it to ring on incoming calls, go to settings and it rings nice and loud but does not ring at calls and it is to small a screen for 86 year old and also can I trade it in for an 8 plus! Help"
"Apple iPhone 12 Pro 5G, US Version, 512GB, Graphite - Unlocked (Renewed)","['This pre-owned or refurbished product has been professionally inspected and tested to work and look like new. How a product becomes part of Amazon Renewed, your destination for pre-owned, refurbished products: A customer buys a new product and returns it or trades it in for a newer or different model. That product is inspected and tested to work and look like new by Amazon-qualified suppliers. Then, the product is sold as an Amazon Renewed product on Amazon. If not satisfied with the purchase, renewed products are eligible for replacement or refund under the Amazon Renewed Guarantee.']",620.0,2.0,The phone came faster than expected but it had noticeable deep scratches on the screen., 
"Apple iPhone 8, US Version, 256GB, Space Gray - T-Mobile (Renewed)","['The iPhone 8 is the first smartphone by Apple made exclusively of durable glass front and back, engineered to endure dust and water splash. It is powered by the 64-bit “Apple A11 Bionic” processor and has two internal storages available: 64 GB or 256 GB of flash storage. It features a 4.7-inch widescreen multi-touch IPS display (“Retina HD”) and dual cameras – a back 12-megapixel 4K camera with optical image stabilization and a front 7-megapixel “FaceTime HD” camera with 1080p video support.']",161.0,5.0,Great phone awesome storage my daughter loves it!,Bought for my daughter and it’s been working great.  She can download so many apps without having to worry about her phone slowing down.
"Apple iPhone SE (2nd Generation), US Version, 128GB, Red for GSM (Renewed)","[""iPhone SE is the powerful 4.7-inch iPhone. Features A13 Bionic, one of the fastest chips in a smartphone, for incredible performance in apps, games, and photography. Portrait mode for studio-quality portraits and six lighting effects. Next-generation Smart HDR for incredible detail across highlights and shadows. Cinematic-quality 4K video. And all the advanced features of iOS. With long battery life and water resistance, it's so much of the iPhone you love, in a not so big size.""]",156.15,5.0,Got the last one!,"Apple stop selling the 256GB last month. I got the last one on Amazon. Eat your heart out, haha! This beauty fits all the Mophie battery cases from my iPhone 6s. I just had to shave down the top piece with a knife to widen the camera hole. I had ten of those battery cases worth $150 each. Bought them for $10 each and cleaned out the store. I’m talking 4000mAh each, too. Not the new 2500mAh wireless ones, baby. Spend oodles of money? I don’t do that baby! Apple can go ahead and stop updating my old iPhone 6s. This bad boy will be working until 2026 at least. $350 and I doubled my memory. Bodda boom!"
"Apple iPhone XR, US Version, 64GB, Black - AT&T (Renewed)","['With the iPhone XR you get a roomy 6.1-inch display, fast enough performance from Apple\'s A12 Bionic processor and good camera quality in a colorful design and affordable package. Apple has included the all-new Liquid Retina LCD as the display on the iPhone XR.\xa0Apple released the iPhone XR with a smattering of color options. Both the glass back and the metal frame are brightly colored, with the glass using an in-depth seven-layer color process to achieve the rich finish and the Apple-exclusive aluminum alloy anodized to match. Instead of 3D Touch, the iPhone XR replicates the experience through ""Haptic Touch"". Advanced Face ID lets you securely unlock your iPhone and log in to apps with just a glance.']",226.0,5.0,Worth it,This came faster than expect and it is in a great condition
"Apple iPhone 8, US Version, 256GB, Space Gray - T-Mobile (Renewed)","['The iPhone 8 is the first smartphone by Apple made exclusively of durable glass front and back, engineered to endure dust and water splash. It is powered by the 64-bit “Apple A11 Bionic” processor and has two internal storages available: 64 GB or 256 GB of flash storage. It features a 4.7-inch widescreen multi-touch IPS display (“Retina HD”) and dual cameras – a back 12-megapixel 4K camera with optical image stabilization and a front 7-megapixel “FaceTime HD” camera with 1080p video support.']",161.0,5.0,Must buy,"This is just as described like brand new. You can not find another phone at this price in as good of condition. I was able to place my sim and set up was as easy as 1,2,3. Very fast shipping. Would highly recommend! Amazing product and price!!"
